G                               1         0.0000000000      0.0000000000      0.0000000000      0.0000000000
X                              51         0.7363877997      0.5000000000      0.0000000000      0.0000000000
M                             138         2.0107700219      0.5000000000      0.5000000000      0.0000000000
G                             238         3.4826113992      0.0000000000      0.0000000000      0.0000000000
