  0.00000000E+00 -0.14665595E+02
  0.13555184E-01 -0.14665063E+02
  0.27110367E-01 -0.14663395E+02
  0.40665551E-01 -0.14660592E+02
  0.54220734E-01 -0.14656655E+02
  0.67775918E-01 -0.14651584E+02
  0.81331101E-01 -0.14645380E+02
  0.94886285E-01 -0.14638043E+02
  0.10844147E+00 -0.14629573E+02
  0.12199665E+00 -0.14619972E+02
  0.13555184E+00 -0.14609241E+02
  0.14910702E+00 -0.14597381E+02
  0.16266220E+00 -0.14584396E+02
  0.17621739E+00 -0.14570288E+02
  0.18977257E+00 -0.14555062E+02
  0.20332775E+00 -0.14538721E+02
  0.21688294E+00 -0.14521270E+02
  0.23043812E+00 -0.14502713E+02
  0.24399330E+00 -0.14483053E+02
  0.25754849E+00 -0.14462292E+02
  0.27110367E+00 -0.14440435E+02
  0.28465885E+00 -0.14417484E+02
  0.29821404E+00 -0.14393443E+02
  0.31176922E+00 -0.14368317E+02
  0.32532440E+00 -0.14342113E+02
  0.33887959E+00 -0.14314837E+02
  0.35243477E+00 -0.14286502E+02
  0.36598995E+00 -0.14257117E+02
  0.37954514E+00 -0.14226696E+02
  0.39310032E+00 -0.14195252E+02
  0.40665551E+00 -0.14162801E+02
  0.42021069E+00 -0.14129357E+02
  0.43376587E+00 -0.14094940E+02
  0.44732106E+00 -0.14059572E+02
  0.46087624E+00 -0.14023289E+02
  0.47443142E+00 -0.13986145E+02
  0.48798661E+00 -0.13948243E+02
  0.50154179E+00 -0.13909801E+02
  0.51509697E+00 -0.13871397E+02
  0.52865216E+00 -0.13835209E+02
  0.54231824E+00 -0.13814060E+02
  0.55598432E+00 -0.13813595E+02
  0.56965040E+00 -0.13812150E+02
  0.58331647E+00 -0.13809726E+02
  0.59698255E+00 -0.13806326E+02
  0.61064863E+00 -0.13801954E+02
  0.62431471E+00 -0.13796614E+02
  0.63798079E+00 -0.13790313E+02
  0.65164687E+00 -0.13783059E+02
  0.66531295E+00 -0.13774860E+02
  0.67897903E+00 -0.13765726E+02
  0.69264511E+00 -0.13755670E+02
  0.70631119E+00 -0.13744704E+02
  0.71997727E+00 -0.13732845E+02
  0.73364335E+00 -0.13720109E+02
  0.74730943E+00 -0.13706519E+02
  0.76097551E+00 -0.13692101E+02
  0.77464158E+00 -0.13676892E+02
  0.78830766E+00 -0.13660951E+02
  0.80197374E+00 -0.13644415E+02
  0.81563982E+00 -0.13627811E+02
  0.82930590E+00 -0.13612966E+02
  0.84297198E+00 -0.13599908E+02
  0.85663806E+00 -0.13587065E+02
  0.87030414E+00 -0.13574046E+02
  0.88397022E+00 -0.13560785E+02
  0.89763630E+00 -0.13547282E+02
  0.91130238E+00 -0.13533555E+02
  0.92496846E+00 -0.13519631E+02
  0.93863454E+00 -0.13505541E+02
  0.95230062E+00 -0.13491318E+02
  0.96596670E+00 -0.13476997E+02
  0.97963277E+00 -0.13462613E+02
  0.99329885E+00 -0.13448201E+02
  0.10069649E+01 -0.13433799E+02
  0.10206310E+01 -0.13419444E+02
  0.10342971E+01 -0.13405176E+02
  0.10479632E+01 -0.13391033E+02
  0.10616293E+01 -0.13377057E+02
  0.10752953E+01 -0.13363289E+02
  0.10889614E+01 -0.13349771E+02
  0.11026275E+01 -0.13336547E+02
  0.11162936E+01 -0.13323660E+02
