G                               1         0.0000000000      0.0000000000      0.0000000000      0.0000000000
Y                              51         0.8629824637      0.5000000000      0.0000000000      0.0000000000
M                              80         1.3612203572      0.3333300000      0.3333300000      0.0000000000
G                             138         2.3576969897      0.0000000000      0.0000000000      0.0000000000
